연번,호선,고유역번호(외부역코드),역명,수송연월,하차인원수
719,5,2540,행당,2022-03,175787
720,5,2541,왕십리(5),2022-03,131953
721,5,2542,마장,2022-03,134574
722,5,2543,답십리,2022-03,374191
723,5,2544,장한평,2022-03,445816
724,5,2545,군자(5),2022-03,310777
725,5,2546,아차산,2022-03,380326
726,5,2547,광나루,2022-03,304629
727,5,2548,천호(5),2022-03,453330
728,5,2549,강동,2022-03,443050
729,5,2550,길동,2022-03,209164
730,5,2551,굽은다리,2022-03,223802
731,5,2552,명일,2022-03,219074
732,5,2553,고덕,2022-03,231396
733,5,2554,상일동,2022-03,336579
734,5,2555,둔촌동,2022-03,213191
735,5,2556,올림픽공원(5),2022-03,91976
736,5,2557,방이,2022-03,179946
737,5,2558,오금(5),2022-03,89782
738,5,2559,개롱,2022-03,162627
739,5,2560,거여,2022-03,234184
740,5,2561,마천,2022-03,174115
741,5,2562,강일,2022-03,95632
742,5,2563,미사,2022-03,395591
743,5,2564,하남풍산,2022-03,104601
744,5,2565,하남시청,2022-03,166229
745,5,2566,하남검단산,2022-03,143882
746,6,2611,응암,2022-03,434447
747,6,2612,역촌,2022-03,110901
748,6,2613,불광(6),2022-03,106360
749,6,2614,독바위,2022-03,74374
750,6,2616,구산,2022-03,143508
751,6,2617,새절,2022-03,300124
752,6,2618,증산,2022-03,252455
753,6,2619,디지털미디어시티(6),2022-03,347568
754,6,2620,월드컵경기장,2022-03,155803
755,6,2621,마포구청,2022-03,317927
756,6,2622,망원,2022-03,382548
757,6,2623,합정(6),2022-03,327094
758,6,2624,상수,2022-03,255935
759,6,2625,광흥창,2022-03,209518
760,6,2626,대흥,2022-03,212742
761,6,2627,공덕(6),2022-03,404962
762,6,2628,효창공원앞,2022-03,161710
763,6,2629,삼각지(6),2022-03,135602
764,6,2630,녹사평,2022-03,125318
765,6,2631,이태원,2022-03,283203
766,6,2632,한강진,2022-03,238848
767,6,2633,버티고개,2022-03,51767
768,6,2634,약수(6),2022-03,87562
769,6,2635,청구(6),2022-03,97583
770,6,2636,신당(6),2022-03,205291
771,6,2637,동묘앞(6),2022-03,208491
772,6,2638,창신,2022-03,74105
773,6,2639,보문,2022-03,171004
774,6,2640,안암,2022-03,315363
775,6,2641,고려대,2022-03,201383
776,6,2642,월곡,2022-03,293152
777,6,2643,상월곡,2022-03,143725
778,6,2644,돌곶이,2022-03,221041
779,6,2645,석계(6),2022-03,325060
780,6,2646,태릉입구(6),2022-03,153746
781,6,2647,화랑대,2022-03,232800
782,6,2648,봉화산,2022-03,205228
783,7,2711,장암,2022-03,24646
784,7,2712,도봉산(7),2022-03,278870
785,7,2713,수락산,2022-03,313746
786,7,2714,마들,2022-03,302452
787,7,2715,노원(7),2022-03,509877
788,7,2716,중계,2022-03,326633
789,7,2717,하계,2022-03,415355
790,7,2718,공릉,2022-03,315539
791,7,2719,태릉입구(7),2022-03,208478
792,7,2720,먹골,2022-03,251746
793,7,2721,중화,2022-03,264785
794,7,2722,상봉(7),2022-03,393276
795,7,2723,면목,2022-03,395907
796,7,2724,사가정,2022-03,406181
797,7,2725,용마산,2022-03,150219
798,7,2726,중곡,2022-03,254342
799,7,2727,군자(7),2022-03,297356
800,7,2728,어린이대공원,2022-03,366701
801,7,2729,건대입구(7),2022-03,341006
802,7,2730,뚝섬유원지,2022-03,213114
803,7,2731,청담,2022-03,501266
804,7,2732,강남구청,2022-03,417027
805,7,2733,학동,2022-03,578645
806,7,2734,논현,2022-03,503883
807,7,2735,반포,2022-03,138055
808,7,2736,고속터미널(7),2022-03,316603
809,7,2737,내방,2022-03,350523
810,7,2738,이수(7),2022-03,374326
811,7,2739,남성,2022-03,255076
812,7,2740,숭실대입구,2022-03,358413
813,7,2741,상도,2022-03,271359
814,7,2742,장승배기,2022-03,220270
815,7,2743,신대방삼거리,2022-03,397823
816,7,2744,보라매,2022-03,239033
817,7,2745,신풍,2022-03,279370
818,7,2746,대림(7),2022-03,204350
819,7,2747,남구로,2022-03,389436
820,7,2748,가산디지털단지(7),2022-03,988191
821,7,2749,철산,2022-03,515443
822,7,2750,광명사거리,2022-03,548664
823,7,2751,천왕,2022-03,262211
824,7,2752,온수(7),2022-03,236897
825,8,2811,암사,2022-03,409707
826,8,2812,천호(8),2022-03,424655
827,8,2813,강동구청,2022-03,258120
828,8,2814,몽촌토성,2022-03,150494
829,8,2815,잠실(8),2022-03,398257
830,8,2816,석촌(8),2022-03,222016
831,8,2817,송파,2022-03,186972
832,8,2818,가락시장(8),2022-03,206397
833,8,2819,문정,2022-03,517879
834,8,2820,장지,2022-03,410109
835,8,2821,복정(8),2022-03,203015
836,8,2822,산성,2022-03,135022
837,8,2823,남한산성입구,2022-03,336936
838,8,2824,단대오거리,2022-03,264436
839,8,2825,신흥,2022-03,114372
840,8,2826,수진,2022-03,125462
841,8,2827,모란(8),2022-03,99398
842,8,2828,남위례,2022-03,117364
843,9,4126,언주,2022-03,43037
844,9,4127,선정릉,2022-03,38599
845,9,4128,삼성중앙,2022-03,30305
846,9,4129,봉은사,2022-03,68279
847,9,4130,종합운동장(9),2022-03,16312
848,9,4131,삼전,2022-03,41322
849,9,4132,석촌고분,2022-03,33381
850,9,4133,석촌(9),2022-03,42373
851,9,4134,송파나루,2022-03,36964
852,9,4135,한성백제,2022-03,18952
853,9,4136,올림픽공원(9),2022-03,32515
854,9,4137,둔촌오륜,2022-03,9678
855,9,4138,중앙보훈병원,2022-03,49279
856,1,150,서울역(1),2022-04,1154618
857,1,151,시청(1),2022-04,584417
858,1,152,종각,2022-04,843089
859,1,153,종로3가(1),2022-04,648070
860,1,154,종로5가,2022-04,618405
861,1,155,동대문(1),2022-04,310264
862,1,156,신설동(1),2022-04,367215
863,1,157,제기동,2022-04,495137
864,1,158,청량리,2022-04,562086
865,1,159,동묘앞(1),2022-04,293582
866,2,201,시청(2),2022-04,544967
867,2,202,을지로입구,2022-04,998380
868,2,203,을지로3가(2),2022-04,572628
869,2,204,을지로4가(2),2022-04,329902
870,2,205,동대문역사문화공원(2),2022-04,392191
871,2,206,신당(2),2022-04,405707
872,2,207,상왕십리,2022-04,367092
873,2,208,왕십리(2),2022-04,381981
874,2,209,한양대,2022-04,370373
875,2,210,뚝섬,2022-04,660615
876,2,211,성수,2022-04,1057808
877,2,212,건대입구(2),2022-04,1126670
878,2,213,구의,2022-04,618142
879,2,214,강변,2022-04,813771
880,2,215,잠실나루,2022-04,365618
881,2,216,잠실(2),2022-04,2147958
882,2,217,잠실새내,2022-04,591311
883,2,218,종합운동장(2),2022-04,347397
884,2,219,삼성,2022-04,1295112
885,2,220,선릉,2022-04,1215548
886,2,221,역삼,2022-04,1366691
887,2,222,강남,2022-04,2166287
888,2,223,교대(2),2022-04,962142
889,2,224,서초,2022-04,526376
890,2,225,방배,2022-04,501037
891,2,226,사당(2),2022-04,1157894
892,2,227,낙성대,2022-04,725856
893,2,228,서울대입구,2022-04,1291861
894,2,229,봉천,2022-04,589642
895,2,230,신림,2022-04,1676852
896,2,231,신대방,2022-04,716381
897,2,232,구로디지털단지,2022-04,1498117
898,2,233,대림(2),2022-04,670071
899,2,234,신도림,2022-04,1325963
900,2,235,문래,2022-04,582057
901,2,236,영등포구청(2),2022-04,597721
902,2,237,당산,2022-04,586443
903,2,238,합정(2),2022-04,935736
904,2,239,홍대입구,2022-04,1708557
905,2,240,신촌,2022-04,925823
906,2,241,이대,2022-04,393104
907,2,242,아현,2022-04,270915
908,2,243,충정로(2),2022-04,273609
909,2,244,용답,2022-04,91235
910,2,245,신답,2022-04,49780
911,2,246,신설동(2),2022-04,102875
912,2,247,도림천,2022-04,40913
913,2,248,양천구청,2022-04,188784
914,2,249,신정네거리,2022-04,285242
915,2,250,용두,2022-04,65529
916,3,309,지축,2022-04,127398
917,3,310,구파발,2022-04,544535
918,3,311,연신내(3),2022-04,954526
919,3,312,불광(3),2022-04,481981
920,3,313,녹번,2022-04,373964
921,3,314,홍제,2022-04,463301
922,3,315,무악재,2022-04,111016
923,3,316,독립문,2022-04,214555
924,3,317,경복궁,2022-04,619155
925,3,318,안국,2022-04,631887
926,3,319,종로3가(3),2022-04,309585
927,3,320,을지로3가(3),2022-04,270966
928,3,322,동대입구,2022-04,282204
929,3,323,약수(3),2022-04,345394
930,3,324,금호,2022-04,201832
931,3,325,옥수,2022-04,258480
932,3,326,압구정,2022-04,885287
933,3,327,신사,2022-04,858245
934,3,328,잠원,2022-04,130145
935,3,329,고속터미널(3),2022-04,1212565
936,3,330,교대(3),2022-04,239052
937,3,331,남부터미널,2022-04,782158
938,3,332,양재,2022-04,1060146
939,3,333,매봉,2022-04,305074
940,3,334,도곡,2022-04,148029
941,3,335,대치,2022-04,289141
942,3,336,학여울,2022-04,65325
943,3,337,대청,2022-04,245259
944,3,338,일원,2022-04,254727
945,3,339,수서,2022-04,485421
946,3,340,가락시장(3),2022-04,234819
947,3,341,경찰병원,2022-04,186071
948,3,342,오금(3),2022-04,152823
949,4,409,당고개,2022-04,233488
950,4,410,상계,2022-04,499540
951,4,411,노원(4),2022-04,593214
952,4,412,창동,2022-04,741260
953,4,413,쌍문,2022-04,727802
954,4,414,수유,2022-04,929966
955,4,415,미아,2022-04,399121
956,4,416,미아사거리,2022-04,730543
957,4,417,길음,2022-04,559441
958,4,418,성신여대입구,2022-04,549806
959,4,419,한성대입구,2022-04,383471
960,4,420,혜화,2022-04,919500
961,4,421,동대문(4),2022-04,532250
962,4,422,동대문역사문화공원(4),2022-04,360738
963,4,423,충무로(4),2022-04,735022
964,4,424,명동,2022-04,564751
965,4,425,회현,2022-04,690317
966,4,426,서울역(4),2022-04,458079
967,4,427,숙대입구,2022-04,363091
968,4,428,삼각지(4),2022-04,158552
969,4,429,신용산,2022-04,442629
970,4,430,이촌,2022-04,237455
971,4,431,동작,2022-04,78893
972,4,432,이수(총신대입구),2022-04,560998
973,4,433,사당(4),2022-04,616375
974,4,434,남태령,2022-04,28843
975,5,2511,방화,2022-04,174593
976,5,2512,개화산,2022-04,146545
977,5,2513,김포공항(5),2022-04,212490
978,5,2514,송정,2022-04,170332
979,5,2515,마곡,2022-04,271597
980,5,2516,발산,2022-04,560845
981,5,2517,우장산,2022-04,385323
982,5,2518,화곡,2022-04,713684
983,5,2519,까치산(5),2022-04,745100
984,5,2520,신정,2022-04,303801
985,5,2521,목동,2022-04,471370
986,5,2522,오목교,2022-04,614915
987,5,2523,양평(5),2022-04,189322
988,5,2524,영등포구청(5),2022-04,110029
989,5,2525,영등포시장,2022-04,286248
990,5,2526,신길(5),2022-04,117984
991,5,2527,여의도(5),2022-04,776022
992,5,2528,여의나루,2022-04,618458
993,5,2529,마포,2022-04,377911
994,5,2530,공덕(5),2022-04,379944
995,5,2531,애오개,2022-04,176136
996,5,2532,충정로(5),2022-04,121066
997,5,2533,서대문,2022-04,480469
998,5,2534,광화문,2022-04,786366
999,5,2535,종로3가(5),2022-04,363989
1000,5,2536,을지로4가(5),2022-04,161022
1001,5,2537,동대문역사문화공원(5),2022-04,80472
1002,5,2538,청구(5),2022-04,96458
1003,5,2539,신금호,2022-04,179731
1004,5,2540,행당,2022-04,191752
1005,5,2541,왕십리(5),2022-04,147796
1006,5,2542,마장,2022-04,146643
1007,5,2543,답십리,2022-04,398383
1008,5,2544,장한평,2022-04,482496
1009,5,2545,군자(5),2022-04,338733
1010,5,2546,아차산,2022-04,433924
1011,5,2547,광나루,2022-04,344755
1012,5,2548,천호(5),2022-04,505268
1013,5,2549,강동,2022-04,481446
1014,5,2550,길동,2022-04,222474
1015,5,2551,굽은다리,2022-04,242052
1016,5,2552,명일,2022-04,243273
1017,5,2553,고덕,2022-04,252699
1018,5,2554,상일동,2022-04,367779
1019,5,2555,둔촌동,2022-04,227063
1020,5,2556,올림픽공원(5),2022-04,109468
1021,5,2557,방이,2022-04,195246
1022,5,2558,오금(5),2022-04,99338
1023,5,2559,개롱,2022-04,178368
1024,5,2560,거여,2022-04,258439
1025,5,2561,마천,2022-04,189600
1026,5,2562,강일,2022-04,107700
1027,5,2563,미사,2022-04,443312
1028,5,2564,하남풍산,2022-04,113888
1029,5,2565,하남시청,2022-04,184764
1030,5,2566,하남검단산,2022-04,162483
1031,6,2611,응암,2022-04,479953
1032,6,2612,역촌,2022-04,116093
1033,6,2613,불광(6),2022-04,119330
1034,6,2614,독바위,2022-04,80857
1035,6,2616,구산,2022-04,152926
1036,6,2617,새절,2022-04,333465
1037,6,2618,증산,2022-04,276521
1038,6,2619,디지털미디어시티(6),2022-04,387181
1039,6,2620,월드컵경기장,2022-04,147311
1040,6,2621,마포구청,2022-04,335996
1041,6,2622,망원,2022-04,424936
1042,6,2623,합정(6),2022-04,367759
1043,6,2624,상수,2022-04,287113
1044,6,2625,광흥창,2022-04,226859
1045,6,2626,대흥,2022-04,231090
1046,6,2627,공덕(6),2022-04,455853
1047,6,2628,효창공원앞,2022-04,177879
1048,6,2629,삼각지(6),2022-04,156211
1049,6,2630,녹사평,2022-04,148478
1050,6,2631,이태원,2022-04,364213
1051,6,2632,한강진,2022-04,276501
1052,6,2633,버티고개,2022-04,57523
1053,6,2634,약수(6),2022-04,97611
1054,6,2635,청구(6),2022-04,103997
1055,6,2636,신당(6),2022-04,234622
1056,6,2637,동묘앞(6),2022-04,230071
1057,6,2638,창신,2022-04,80645
1058,6,2639,보문,2022-04,182724
1059,6,2640,안암,2022-04,338547
1060,6,2641,고려대,2022-04,221167
1061,6,2642,월곡,2022-04,313264
1062,6,2643,상월곡,2022-04,155732
1063,6,2644,돌곶이,2022-04,236746
1064,6,2645,석계(6),2022-04,351277
1065,6,2646,태릉입구(6),2022-04,169990
1066,6,2647,화랑대,2022-04,256057
1067,6,2648,봉화산,2022-04,224866
1068,7,2711,장암,2022-04,30048
1069,7,2712,도봉산(7),2022-04,315911
1070,7,2713,수락산,2022-04,345989
1071,7,2714,마들,2022-04,325027
1072,7,2715,노원(7),2022-04,552411
1073,7,2716,중계,2022-04,359861
1074,7,2717,하계,2022-04,458451
1075,7,2718,공릉,2022-04,342290
1076,7,2719,태릉입구(7),2022-04,233724
1077,7,2720,먹골,2022-04,267189
1078,7,2721,중화,2022-04,284830
1079,7,2722,상봉(7),2022-04,433283
1080,7,2723,면목,2022-04,422832
1081,7,2724,사가정,2022-04,441013
1082,7,2725,용마산,2022-04,165181
1083,7,2726,중곡,2022-04,271534
1084,7,2727,군자(7),2022-04,320716
1085,7,2728,어린이대공원,2022-04,435428
1086,7,2729,건대입구(7),2022-04,381486
1087,7,2730,뚝섬유원지,2022-04,338781
1088,7,2731,청담,2022-04,552885
1089,7,2732,강남구청,2022-04,458715
1090,7,2733,학동,2022-04,628889
1091,7,2734,논현,2022-04,555530
1092,7,2735,반포,2022-04,154557
1093,7,2736,고속터미널(7),2022-04,366769
1094,7,2737,내방,2022-04,378410
1095,7,2738,이수(7),2022-04,413424
1096,7,2739,남성,2022-04,275957
1097,7,2740,숭실대입구,2022-04,388332
1098,7,2741,상도,2022-04,289664
1099,7,2742,장승배기,2022-04,233298
1100,7,2743,신대방삼거리,2022-04,426787
1101,7,2744,보라매,2022-04,266661
1102,7,2745,신풍,2022-04,304476
1103,7,2746,대림(7),2022-04,222907
1104,7,2747,남구로,2022-04,417541
1105,7,2748,가산디지털단지(7),2022-04,1072699
1106,7,2749,철산,2022-04,575905
1107,7,2750,광명사거리,2022-04,594823
1108,7,2751,천왕,2022-04,287158
1109,7,2752,온수(7),2022-04,269617
1110,8,2811,암사,2022-04,445983
1111,8,2812,천호(8),2022-04,468995
1112,8,2813,강동구청,2022-04,276804
1113,8,2814,몽촌토성,2022-04,175535
1114,8,2815,잠실(8),2022-04,506642
1115,8,2816,석촌(8),2022-04,273500
1116,8,2817,송파,2022-04,214824
1117,8,2818,가락시장(8),2022-04,229775
1118,8,2819,문정,2022-04,561452
1119,8,2820,장지,2022-04,443955
1120,8,2821,복정(8),2022-04,225271
1121,8,2822,산성,2022-04,152934
1122,8,2823,남한산성입구,2022-04,371672
